id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,award_date
35,201721040211,女,汉族,法学院,法学,法1709,校级技能竞赛,三等奖,“外研社杯”全国英语写作大赛,教育部高等学校大学外语教学指导委员会(初赛),个体,2018-11-06
36,201721120123,女,汉族,新闻与文化传播学院,新闻学,新闻1701,校级技能竞赛,一等奖,“济世杯”系列就业指导活动之就业创业纪录片创作大赛,中南财经政法大学就业指导服务中心,团体,2018-12-09
37,1611000231,女,汉族,外国语学院,英语,英语1602,省级技能竞赛,三等奖,湖北省外语翻译 大赛,湖北省翻译工作者协会(决赛),个体,2019-01-01
38,1604000436,女,汉族,法学院,法学,法1604,校级技能竞赛,三等奖,湖北省外语翻译 大赛,湖北省翻译工作者协会(初赛),个体,2019-01-31
39,201821020233,女,汉族,经济学院,经济学,经济1801,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-14
40,201821130283,女,汉族,信息与安全工程学院,计算机类,信息1801,院级技能竞赛,三等奖,“中南杯”计算机设计大赛,中南财经政法大学信息与安全工程学院,团体,2019-04-05
41,201721110181,女,汉族,外国语学院,商务英语,商英1701,省级技能竞赛,一等奖,“亿学杯”全国商务英语实践技能大赛,中国国际贸易学会国际商务英语研究委员会,团体,2019-05-19
42,1609100125,男,汉族,统计与数学学院,经济统计学,经统1601,省级技能竞赛,三等奖,全国大学生数学建模竞赛（CUMCM）,中国工业与应用数学学会,团体,2018-11-10
43,1613030113,男,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1602,国家级技能竞赛,一等奖,“中国软件杯”大学生软件设计大赛,工业和信息化部、教育部,团体,2019-07-19
44,201721040295,女,汉族,法学院,法学,法1709,省级技能竞赛,优秀奖,“法理争鸣”湖北省高校法学专业辩论赛,湖北高校法学辩论联盟、武汉市文化局,团体,2019-04-22
45,1603140103,男,汉族,金融学院,工程造价,造价1601,省级技能竞赛,三等奖,全国大学生房地产策划大赛,中国建设教育协会（区域赛）,团体,2018-10-15
46,1607010126,男,汉族,财政税务学院,财政学,财政1601,校级技能竞赛,优秀奖,“济世杯”系列就业指导活动之“职行中南”名企模拟招聘大赛,中南财经政法大学就业指导服务中心,个体,2019-10-31
47,201721040598,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
48,201721130107,女,汉族,信息与安全工程学院,电子商务（技术）,商务1702,省级技能竞赛,一等奖,大学生计算机设计大赛,教育部,团体,2019-06-05
49,201821090037,女,汉族,统计与数学学院,统计学类,统计1802,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
50,1606010126,男,汉族,工商管理学院,国际经济与贸易,国贸1601,校级技能竞赛,三等奖,“外研社杯”全国英语写作大赛,教育部高等学校大学外语教学指导委员会(初赛),个体,2018-10-10
51,1611080125,女,汉族,外国语学院,商务英语,商英1601,校级技能竞赛,三等奖,“济世杯”系列就业指导活动之英语商务技能大赛,外国语学院,个体,2018-11-26
52,201721100101,女,黎族,公共管理学院（公共管理硕士专业学位教育中心）,行政管理,行管1701,国家级技能竞赛,二等奖,全国大学生城市管理竞赛,中国区域科学协会城市管理专业委员会(决赛),团体,2018-08-13
53,1608010114,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1601,院级技能竞赛,二等奖,中南会院杯企业联合面试挑战赛,会计学院,个体,2018-12-13
54,201821320012,女,汉族,文澜学院,经济管理试验班,经管1801,省级技能竞赛,三等奖,湖北省大学生营销策划挑战赛,湖北省市场营销学会（总决赛）,团体,2019-06-22
55,201721080200,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
56,1604000618,女,汉族,法学院,法学,法1606,国家级技能竞赛,一等奖,“红十字”国际人道法模拟法庭竞赛,国际红十字会、上海交通大学(决赛),团体,2018-11-25
57,1603010116,男,汉族,金融学院,金融学（CFA）,CFA1601,国家级技能竞赛,三等奖,全国大学生数学竞赛(CMC),中国数学会(决赛),个体,2018-11-08
58,201721050066,男,汉族,刑事司法学院,侦查学,侦查1701,院级技能竞赛,一等奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,团体,2019-05-10
59,201721120164,女,汉族,经济学院,经济学,经济1703,校级技能竞赛,二等奖,“济世杯”系列就业指导活动之就业创业纪录片创作大赛,中南财经政法大学就业指导服务中心,团体,2018-12-09
60,201821050149,女,汉族,刑事司法学院,公安学类,公安1801,院级技能竞赛,三等奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,个体,2019-09-01
61,1603010246,女,拉祜族,金融学院,金融学,金融1602,校级技能竞赛,二等奖,“济世杯”系列就业指导活动之职场新锐面试挑战赛,金融学院,个体,2019-04-28
62,201721320012,女,汉族,文澜学院,经济管理试验班,经管1702,院级技能竞赛,二等奖,经济与管理案例分析大赛,文澜学院,团体,2018-12-06
63,1606010138,女,汉族,工商管理学院,国际经济与贸易,国贸1601,校级技能竞赛,三等奖,“济世杯”系列就业指导活动之市场调查与分析大赛,统计与数学学院,团体,2019-04-07
64,201821130184,男,汉族,信息与安全工程学院,计算机类,信息1801,院级技能竞赛,三等奖,“中南杯”计算机设计大赛,中南财经政法大学信息与安全工程学院,团体,2018-04-18
65,201821110148,女,汉族,法学院,法学类,法1808,院级技能竞赛,一等奖,外国语学院万国语言说中南大故事微视频大赛,外国语学院,团体,2019-05-08
66,201721040272,女,汉族,法学院,法学,法1703,院级技能竞赛,三等奖,法律实践技能大赛,法学实验中心,个体,2019-07-04
67,1606030101,男,汉族,财政税务学院,财政学,财政1603,院级技能竞赛,优秀奖,税务精英挑战赛,财政税务学院,个体,2019-05-31
68,201721120192,女,白族,法学院,法学,民商1702,院级技能竞赛,优秀奖,法律实践技能大赛,法学实验中心,个体,2019-06-20
69,201721130015,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,院级技能竞赛,二等奖,“中南杯”计算机设计大赛,中南财经政法大学信息与安全工程学院,团体,2019-04-18
70,201721080261,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1701,院级技能竞赛,优秀奖,未来会计师大赛,经济学院,个体,2018-12-08
71,1623010314,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1603,院级技能竞赛,二等奖,大学生韩国文化视频大赛,大韩民国驻武汉总领事馆 中南财经政法大学,团体,2018-11-24
72,1609050108,女,汉族,信息与安全工程学院,计算机科学与技术,计科1601,国家级技能竞赛,二等奖,大学生计算机设计大赛,教育部,团体,2019-07-22
73,201821090100,女,汉族,统计与数学学院,统计学类,统计1802,校级技能竞赛,三等奖,“济世杯”系列就业指导活动之市场调查与分析大赛,统计与数学学院,团体,2019-04-19
74,1611030113,女,汉族,外国语学院,日语,日语1601,院级技能竞赛,一等奖,华中地区日本文化知识竞赛,武汉大学外语学院,团体,2019-06-01
75,1612040121,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,省级技能竞赛,一等奖,湖北省外语翻译 大赛,湖北省翻译工作者协会(决赛),个体,2019-01-09
76,1602010426,女,汉族,经济学院,经济学,经济1604,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-04-21
77,201721110095,女,汉族,外国语学院,英语,英语1704,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2019-03-29
78,201721030216,女,汉族,金融学院,投资学,投资1701,校级技能竞赛,二等奖,全国高校绿色金融研究大赛,中央财经大学绿色金融国际研究院,团体,2019-09-15
79,201721130229,女,汉族,信息与安全工程学院,计算机科学与技术,计科1701,院级技能竞赛,三等奖,“安环杯”系列比赛,信息与安全工程学院,团体,2018-11-28
80,201821120118,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1803,校级技能竞赛,优秀奖,“济世杯”系列就业指导活动之就业创业纪录片创作大赛,中南财经政法大学就业指导服务中心,团体,2018-12-09
81,201721080135,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,校级技能竞赛,优秀奖,华为财务精英挑战赛,华为集团（校内选拔赛）,团体,2019-04-12
82,201721100040,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
83,201729050831,女,蒙古族,刑事司法学院,法学（司）,司法1702,院级技能竞赛,优秀奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,团体,2019-05-12
84,201821060262,男,彝族,工商管理学院,经济与贸易类,经贸1802,院级技能竞赛,一等奖,工商管理学院案例分析大赛,工商管理学院,团体,2019-05-20
85,1610080106,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1601,国家级技能竞赛,一等奖,全国大学生城市管理竞赛,中国区域科学协会城市管理专业委员会(决赛),团体,2018-10-13
86,1607030113,女,汉族,财政税务学院,税收学,税务1601,院级技能竞赛,优秀奖,税务精英挑战赛,财政税务学院,个体,2019-05-09
87,201821100239,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,校级技能竞赛,二等奖,“外研社杯”全国英语写作大赛,教育部高等学校大学外语教学指导委员会(初赛),个体,2018-09-20
88,201821130199,男,汉族,信息与安全工程学院,计算机类,信息1805,院级技能竞赛,三等奖,“中南杯”计算机设计大赛,中南财经政法大学信息与安全工程学院,团体,2019-04-03
89,1611080109,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1603,校级技能竞赛,三等奖,中南财经政法大学大学生数学竞赛,统计与数学学院,个体,2018-12-04
90,201721030171,女,汉族,金融学院,投资学,投资1701,校级技能竞赛,三等奖,中国高校金融科技案例大赛,金融科技教育与研究五十人论坛,团体,2019-08-15
91,201721040199,女,汉族,法学院,法学（卓越）,卓越1701,院级技能竞赛,三等奖,法律实践技能大赛,法学实验中心,团体,2019-06-21
92,201721070035,女,汉族,财政税务学院,财政学,财政1702,校级技能竞赛,一等奖,“济世杯”系列就业指导活动之国家公务员面试挑战赛,财政税务学院,个体,2019-04-25
93,1603100110,女,汉族,金融学院,房地产开发与管理,房产1601,院级技能竞赛,三等奖,全国大学生房地产策划大赛,中国建设教育协会（校内赛）,团体,2018-10-15
94,201821080026,女,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1802,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-06
95,1602040142,女,汉族,经济学院,国际商务,国商1601,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-10
96,1608020317,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1603,国家级技能竞赛,一等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(决赛),个体,2019-05-12
97,201821320012,女,汉族,文澜学院,经济管理试验班,经管1801,校级技能竞赛,优秀奖,“济世杯”系列就业指导活动之国家公务员考试精英挑战赛,中南财经政法大学就业指导服务中心,个体,2018-11-17
98,1612040125,女,满族,新闻与文化传播学院,网络与新媒体,网媒1601,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2019-06-29
99,201721100050,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1701,校级技能竞赛,优秀奖,全国高校模拟集体谈判大赛,中国人力资源开发研究会劳动关系分会(校赛),个体,2018-10-30
100,1612040148,女,土族,新闻与文化传播学院,网络与新媒体,网媒1601,省级技能竞赛,二等奖,全国大学生广告艺术大赛,中国高等教育学会、教育部高等学校新闻传播学类专业教学指导委员会,团体,2018-06-01
101,201721100175,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,城市管理,城管1701,省级技能竞赛,三等奖,全国高校“模拟市长”大赛,中国管理现代化研究会政府战略与公共政策研究专业委员会(总决赛),团体,2018-11-25
102,201721130135,女,汉族,金融学院,金融学,金融1702,省级技能竞赛,一等奖,“普译奖”全国大学生英语写作大赛,“普译奖”全国大学生英语写作大赛组委会,个体,2018-11-01
103,201721130036,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1701,省级技能竞赛,三等奖,大学生计算机设计大赛,教育部,团体,2019-05-13
104,1606020112,男,汉族,工商管理学院,贸易经济,贸经1601,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-12
105,1609010148,男,汉族,统计与数学学院,信息与计算科学,信科1601,国家级技能竞赛,一等奖,全国大学生市场调查与分析大赛,教育部高等学校统计学类专业教学指导委员会 中国商业统计学会（国赛）,团体,2019-05-26
106,201721130135,女,汉族,金融学院,金融学,金融1702,省级技能竞赛,优秀奖,“普译奖”全国大学生翻译比赛,中国高等教育学会外语教学研究分会(复赛),个体,2019-06-01
107,1606030101,男,汉族,财政税务学院,财政学,财政1603,校级技能竞赛,三等奖,“外研社杯”全国英语写作大赛,教育部高等学校大学外语教学指导委员会(初赛),个体,2018-10-30
108,1606010126,男,汉族,工商管理学院,国际经济与贸易,国贸1601,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
109,1609120130,女,汉族,统计与数学学院,金融数学,金数1601,校级技能竞赛,优秀奖,全国大学生金融及衍生品知识竞赛,中国金融期货交易所 中国期货业协会（初赛）,个体,2019-05-08
110,1611080121,女,汉族,外国语学院,商务英语,商英1601,校级技能竞赛,二等奖,“济世杯”系列就业指导活动之职场礼仪挑战赛,中南财经政法大学就业指导服务中心,个体,2019-12-01
111,201721030038,女,汉族,财政税务学院,税收学,税务1703,省级技能竞赛,三等奖,“普译奖”全国大学生英语写作大赛,“普译奖”全国大学生英语写作大赛组委会,个体,2018-11-28
112,201721060408,女,汉族,工商管理学院,市场营销,市营1702,省级技能竞赛,二等奖,湖北省大学生营销策划挑战赛,湖北省市场营销学会（总决赛）,团体,2019-05-15
113,201821040400,男,汉族,法学院,法学类,法1808,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
114,1611080301,女,汉族,外国语学院,商务英语,商英1703,省级技能竞赛,三等奖,中西部外语翻译大赛（决赛）,中西部外语翻译大赛组织委员会,个体,2019-07-03
115,201821050007,男,汉族,刑事司法学院,公安学类,公安1801,院级技能竞赛,二等奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,团体,2019-09-07
116,201721130166,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,院级技能竞赛,一等奖,“安环杯”系列比赛,信息与安全工程学院,团体,2018-12-01
117,1606020102,女,汉族,工商管理学院,贸易经济,贸经1601,省级技能竞赛,三等奖,湖北省外语翻译大赛,湖北省翻译工作者协会(决赛),个体,2019-01-22
118,201721060478,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1701,省级技能竞赛,二等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
119,201721060352,女,汉族,工商管理学院,工商管理,工商1702,院级技能竞赛,一等奖,“在商言商”商务谈判大赛,工商管理学院,团体,2019-06-27
120,201721060335,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1702,院级技能竞赛,一等奖,“在商言商”商务谈判大赛,工商管理学院,团体,2019-06-24
121,1611000323,男,汉族,外国语学院,英语,英语1603,省级技能竞赛,三等奖,中西部外语翻译大赛（决赛）,中西部外语翻译大赛组织委员会,个体,2019-06-02
122,1606010213,男,汉族,工商管理学院,国际经济与贸易,国贸1602,国家级技能竞赛,优秀奖,全国大学生数学建模竞赛（CUMCM）,中国工业与应用数学学会,团体,2019-04-22
123,1610030137,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,劳动与社会保障,劳保1601,省级技能竞赛,优秀奖,“普译奖”全国大学生翻译比赛,中国高等教育学会外语教学研究分会(复赛),个体,2019-06-01
124,1611080125,女,汉族,外国语学院,商务英语,商英1601,院级技能竞赛,优秀奖,华中高校外语节之英文演讲比赛,华中科技大学外国语学院,个体,2018-11-26
125,201721140190,男,汉族,哲学院,哲学,哲学1701,校级技能竞赛,三等奖,“济世杯”系列就业指导活动之市场调查与分析大赛,统计与数学学院,团体,2019-09-05
126,201721040124,女,汉族,法学院,法学,法1703,校级技能竞赛,优秀奖,“济世杯”系列就业指导活动之职业生涯规划大赛,中南财经政法大学就业指导服务中心,个体,2018-11-28
127,201721130051,男,汉族,信息与安全工程学院,电子商务（技术）,商务1702,校级技能竞赛,三等奖,中南财经政法大学大学生数学竞赛,统计与数学学院,个体,2018-12-04
128,201721020183,男,汉族,经济学院,经济学,经济1702,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-06-13
129,1607010227,女,汉族,财政税务学院,财政学,财政1602,省级技能竞赛,二等奖,全国大学生数学竞赛(CMC),中国数学会(预赛),个体,2018-11-06
130,201821050169,男,汉族,刑事司法学院,公安学类,公安1801,院级技能竞赛,二等奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,团体,2019-05-08
131,201721020280,男,汉族,经济学院,经济学,经济1702,校级技能竞赛,二等奖,中南财经政法大学大学生数学竞赛,统计与数学学院,个体,2018-12-04
132,1612040341,女,汉族,新闻与文化传播学院,新闻学,新闻1601,省级技能竞赛,三等奖,湖北大学生新闻传播教育创新实践技能竞赛（播音主持类）,湖北大学生新闻传播教育创新实践技能竞赛组委会,个体,2018-11-09
133,201721060319,女,汉族,工商管理学院,电子商务（管理）,商务1701,院级技能竞赛,三等奖,经济与管理案例分析大赛,文澜学院,团体,2018-12-06
134,201821120223,男,汉族,新闻与文化传播学院,新闻传播学类,新闻1802,院级技能竞赛,优秀奖,十佳新闻评选,新闻与文化传播学院,团体,2018-12-01
135,201721060506,女,汉族,工商管理学院,电子商务（管理）,商务1701,省级技能竞赛,优秀奖,全国大学生广告艺术大赛,中国高等教育学会、教育部高等学校新闻传播学类专业教学指导委员会,团体,2019-08-28
136,201721070131,男,汉族,财政税务学院,税收学,税务1701,国家级技能竞赛,优秀奖,全国税法知识竞赛系列比赛,国家税务总局、中国注册税务师协会,个体,2018-10-06
137,201721040054,女,汉族,法学院,法学,法1703,院级技能竞赛,一等奖,法律实践技能大赛,法学实验中心,个体,2019-06-12
138,1609110151,女,汉族,统计与数学学院,应用统计学,应统1601,省级技能竞赛,三等奖,全国大学生数学建模竞赛（CUMCM）,中国工业与应用数学学会,团体,2018-11-01
139,201721080200,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（基地班）,会基1701,省级技能竞赛,三等奖,“普译奖”全国大学生翻译比赛,中国高等教育学会外语教学研究分会(复赛),个体,2019-06-07
140,1609100149,女,汉族,统计与数学学院,经济统计学,经统1601,省级技能竞赛,二等奖,全国大学生数学建模竞赛（CUMCM）,中国工业与应用数学学会,团体,2018-11-21
141,201821060389,女,汉族,工商管理学院,工商管理类,工商1809,院级技能竞赛,三等奖,外语文化节之外语配音大赛,外国语学院,团体,2019-04-25
142,1606050138,女,汉族,工商管理学院,市场营销,市营1601,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-04-21
143,201721100269,女,土家族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1701,校级技能竞赛,三等奖,全国高校模拟集体谈判大赛,中国人力资源开发研究会劳动关系分会(校赛),个体,2018-10-06
144,1609100149,女,汉族,统计与数学学院,经济统计学,经统1601,校级技能竞赛,一等奖,“济世杯”系列就业指导活动之市场调查与分析大赛,统计与数学学院,团体,2019-04-01
145,201721040093,女,汉族,法学院,法学,法1710,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-05-12
146,1609050116,男,汉族,信息与安全工程学院,计算机科学与技术,计科1601,院级技能竞赛,三等奖,“中南杯”计算机设计大赛,中南财经政法大学信息与安全工程学院,团体,2019-04-23
147,201821080110,男,汉族,会计学院（会计硕士专业学位教育中心）,财务管理,财务1801,院级技能竞赛,其他（学院以上选拔推荐参赛但未获奖）,公务员面试挑战赛,公共管理学院,个体,2019-04-15
148,201721080316,男,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1702,校级技能竞赛,优秀奖,湖北省外语翻译 大赛,湖北省翻译工作者协会(初赛),个体,2019-01-02
149,201721130150,女,汉族,信息与安全工程学院,信息管理与信息系统（金融信息）,信管1702,国家级技能竞赛,三等奖,大学生计算机设计大赛,教育部,团体,2019-07-25
150,201721050032,男,汉族,刑事司法学院,治安学,治安1701,院级技能竞赛,优秀奖,“刑侦中南”案例演习大赛,共青团刑事司法学院委员会,团体,2019-04-08
151,1603080230,男,满族,金融学院,金融学（CFA）,CFA1601,省级技能竞赛,优秀奖,CFA全球投资分析大赛,CFA协会（区域赛）,团体,2019-02-23
152,1602040116,女,汉族,经济学院,国际商务,国商1601,省级技能竞赛,三等奖,全国大学生英语竞赛,高等学校大学外语教学指导委员会(初赛),个体,2019-04-21
153,201821110171,女,汉族,外国语学院,法语,法语1801,院级技能竞赛,三等奖,外语文化节之外语配音大赛,外国语学院,团体,2019-04-25
