id,number,gender,nation,academy,profession,class,competition_level,award_level,award_name,organization,award_type,award_date
46,201821040354,女,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
47,201721130040,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1701,院级文艺赛事,三等奖,“希贤杯”系列竞赛之诗歌散文创作朗诵大赛,各学院,个体,2018-12-28
48,201721040406,女,汉族,法学院,法学,民商1702,院级文艺赛事,一等奖,”灋说青年“系列比赛,法学院,团体,2019-09-09
49,1605010126,男,汉族,刑事司法学院,侦查学,侦查1601,校级文艺赛事,一等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
50,201721040295,女,汉族,法学院,法学,法1709,院级文艺赛事,优秀奖,法学院青年颂比赛,法学院,团体,2019-04-14
51,201821040242,女,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
52,201821110090,男,汉族,财政税务学院,财政学（中英班）,国财1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2018-10-06
53,201821070145,男,汉族,财政税务学院,财政学类,财政1801,校级文艺赛事,一等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
54,201721020108,女,汉族,经济学院,经济学,经济1704,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-28
55,201721070075,男,汉族,财政税务学院,税收学,税务1701,院级文艺赛事,三等奖,院级摄影比赛,各学院,个体,2019-05-05
56,201721040482,女,汉族,法学院,法学,法1706,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-03-30
57,201821100165,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
58,201821040088,女,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
59,201821020193,女,汉族,经济学院,经济学,经济1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
60,201821090039,女,汉族,统计与数学学院,统计学类,统计1802,院级文艺赛事,一等奖,“青葱记忆”线上风采大赛,统计与数学学院,个体,2018-10-05
61,201821100126,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-24
62,201821100133,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
63,201821030435,女,汉族,金融学院,金融学类,金融1804,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
64,201821020193,女,汉族,经济学院,经济学,经济1801,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-07
65,201821090090,女,汉族,统计与数学学院,金融数学,金数1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-11-27
66,201721020111,女,汉族,经济学院,经济学,经济1701,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-05
67,201821050068,男,汉族,刑事司法学院,公安学类,公安1803,校级文艺赛事,优秀奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-12-11
68,1606060139,女,汉族,工商管理学院,人力资源管理,人力1601,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2017-12-25
69,201821030100,女,汉族,金融学院,管理科学与工程类,管工1802,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
70,201821100120,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,劳动关系,劳动1801,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
71,201821030141,男,汉族,金融学院,金融学（CFA）,CFA1801,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
72,201721040636,女,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
73,1632010112,女,汉族,文澜学院,经济管理试验班,经管1601,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
74,201821030113,男,汉族,金融学院,管理科学与工程类,管工1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-10-29
75,1606050215,女,汉族,工商管理学院,市场营销,市营1602,院级文艺赛事,二等奖,“如果·舞”新生舞蹈大赛,工商管理学院,团体,2016-11-20
76,1612040116,女,汉族,新闻与文化传播学院,网络与新媒体,网媒1601,校级文艺赛事,一等奖,“希贤杯”系列竞赛之新媒体项目创意大赛,共青团中南财经政法大学委员会,团体,2018-12-12
77,201821080012,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学,会计1804,院级文艺赛事,二等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
78,201821100159,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
79,201821040175,女,彝族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
80,201821030042,男,汉族,金融学院,管理科学与工程类,管工1802,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
81,201821030014,男,壮族,金融学院,金融学类,金融1801,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
82,201721040266,女,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,法学院青年颂比赛,法学院,团体,2019-04-14
83,201821110280,女,汉族,外国语学院,外国语言文学类,英语1801,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
84,1623010133,男,苗族,中韩新媒体学院,视觉传达设计（动漫）,动漫1601,校级文艺赛事,二等奖,“希贤杯”系列竞赛之新媒体项目创意大赛,共青团中南财经政法大学委员会,个体,2019-05-01
85,201821100043,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1802,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
86,1605060228,男,汉族,刑事司法学院,法学（司）,司法1602,校级文艺赛事,三等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
87,201823060667,女,汉族,工商管理学院,经济与贸易类,经贸1802,院级文艺赛事,二等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,团体,2018-12-01
88,201821040596,女,汉族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2019-12-09
89,201721040461,女,汉族,法学院,法学,法1705,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
90,201721050089,男,汉族,刑事司法学院,边防管理,边管1701,校级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
91,201829040829,女,彝族,法学院,法学类,法1803,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,个体,2019-04-25
92,201821100031,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
93,201821130012,女,汉族,信息与安全工程学院,计算机类,信息1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
94,201821090033,女,汉族,统计与数学学院,金融数学,金数1801,校级文艺赛事,二等奖,“我的大学 我的梦”本科新生征文活动,中南财经政法大学学工部,个体,2018-09-20
95,201821060275,女,汉族,工商管理学院,工商管理类,工商1809,校级文艺赛事,一等奖,“清风妙笔书廉心”廉政文化作品大赛,中南财经政法大学纪检监察部,个体,2019-06-08
96,201821020248,女,汉族,经济学院,经济学,经济1802,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
97,201821040407,男,汉族,法学院,法学类,法1811,院级文艺赛事,二等奖,院级摄影比赛,各学院,个体,2019-05-05
98,201721040304,男,汉族,法学院,法学,外法1702,院级文艺赛事,优秀奖,”灋说青年“系列比赛,法学院,团体,2019-09-09
99,1603090105,女,汉族,金融学院,金融工程,金工1601,院级文艺赛事,三等奖,院级摄影比赛,各学院,个体,2019-04-21
100,201821020010,女,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-28
101,201821020222,女,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-07
102,201821020247,男,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-01
103,201821020079,女,汉族,经济学院,经济学,经济1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
104,201821030279,男,汉族,金融学院,金融学类,金融1808,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
105,201821030248,男,汉族,金融学院,管理科学与工程类,管工1802,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-10-19
106,201821250253,女,汉族,中韩新媒体学院,视觉传达设计（动漫）,动漫1804,校级文艺赛事,三等奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-12-07
107,201821060511,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（CPAC）,CPAC1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-09-08
108,201821090239,女,汉族,统计与数学学院,经济统计学,经统1801,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2019-11-24
109,201721050122,男,汉族,刑事司法学院,侦查学,职侦1701,院级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,个体,2018-12-10
110,201821090225,女,汉族,统计与数学学院,统计学类,统计1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2019-12-15
111,201821080222,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级文艺赛事,三等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
112,201821100139,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
113,201721070146,女,汉族,财政税务学院,财政学,财政1703,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-29
114,201721040166,女,汉族,法学院,法学,法1708,院级文艺赛事,三等奖,”灋说青年“系列比赛,法学院,团体,2018-11-14
115,201721040566,女,汉族,法学院,法学,法1704,院级文艺赛事,三等奖,院级摄影比赛,各学院,个体,2018-10-05
116,201721020108,女,汉族,经济学院,经济学,经济1704,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-20
117,1605060119,男,汉族,刑事司法学院,法学（司）,司法1601,校级文艺赛事,一等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
118,201821100008,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1805,院级文艺赛事,一等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
119,201821130056,女,汉族,信息与安全工程学院,计算机类,信息1805,院级文艺赛事,优秀奖,院级摄影比赛,各学院,个体,2019-05-05
120,201821040466,男,回族,法学院,法学类,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2019-12-09
121,201821100158,男,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1801,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-29
122,201821090144,女,汉族,统计与数学学院,经济统计学,经统1801,院级文艺赛事,二等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
123,201821020280,女,汉族,经济学院,经济学（实验）,经济实验1801,校级文艺赛事,优秀奖,“旅程”微视频大赛,中南财经政法大学学生工作部,个体,2018-09-06
124,201821110260,女,汉族,外国语学院,日语,日语1801,院级文艺赛事,三等奖,院级摄影比赛,各学院,个体,2018-12-19
125,1606050140,女,汉族,工商管理学院,市场营销,市营1601,院级文艺赛事,二等奖,“如果·舞”新生舞蹈大赛,工商管理学院,团体,2016-11-20
126,201721040475,男,汉族,法学院,法学,民商1701,院级文艺赛事,一等奖,院级摄影比赛,各学院,个体,2018-09-30
127,201821090108,女,汉族,统计与数学学院,统计学类,统计1801,院级文艺赛事,优秀奖,院级摄影比赛,各学院,个体,2019-05-05
128,201721040536,女,汉族,法学院,法学,法1705,院级文艺赛事,三等奖,法学院青年颂比赛,法学院,团体,2019-04-14
129,201821090212,男,汉族,统计与数学学院,金融数学,金数1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-14
130,201821030147,男,汉族,金融学院,金融学类,金融1806,院级文艺赛事,优秀奖,交谊舞大赛,金融学院,团体,2018-11-24
131,201721020153,女,汉族,经济学院,国际商务,国商1701,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-28
132,201821080217,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
133,201821030124,男,汉族,金融学院,金融学（CFA）,CFA1801,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
134,201721040074,女,汉族,法学院,法学,法1709,院级文艺赛事,优秀奖,法学院青年颂比赛,法学院,团体,2019-04-14
135,201721040304,男,汉族,法学院,法学,外法1702,院级文艺赛事,优秀奖,”灋说青年“系列比赛,法学院,团体,2019-09-09
136,201821020029,女,汉族,经济学院,经济学（实验）,经济实验1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
137,201721250044,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,校级文艺赛事,优秀奖,湖北省K-POP大赛,华中师范大学韩国文化研究所,个体,2018-12-23
138,201821030003,女,汉族,金融学院,金融学类,金融1808,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
139,201821070136,女,汉族,财政税务学院,财政学类,财政1804,院级文艺赛事,二等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
140,201721060585,女,汉族,工商管理学院,市场营销,市营1702,院级文艺赛事,优秀奖,院级摄影比赛,各学院,个体,2019-06-04
141,201821040765,女,汉族,法学院,法学类,法1805,校级文艺赛事,三等奖,“我的新生书单”主题征文比赛,中南财经政法大学图书馆,个体,2018-12-11
142,201821030311,女,汉族,金融学院,金融学类,金融1807,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
143,1609030138,女,汉族,信息与安全工程学院,信息管理与信息系统,信管1601,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-20
144,201821030405,男,汉族,金融学院,管理科学与工程类,管工1802,院级文艺赛事,二等奖,交谊舞大赛,金融学院,团体,2018-11-24
145,201721020174,女,汉族,经济学院,经济学,经济1703,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-01-07
146,201721060477,女,汉族,工商管理学院,工商管理（国际班）,工商国际1701,院级文艺赛事,优秀奖,法学院演讲比赛,法学院,个体,2019-05-04
147,1608020126,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（注册会计师）,注会1601,校级文艺赛事,一等奖,“青云杯”诗文书画摄影大赛,中南财经政法大学体育部 教务部,个体,2018-10-25
148,201821030127,女,汉族,金融学院,金融学（CFA）,CFA1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
149,201821030093,女,汉族,金融学院,金融学类,金融1808,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
150,201821050079,男,汉族,刑事司法学院,公安学类,公安1804,院级文艺赛事,一等奖,诗歌（散文）朗诵大赛,各学院,团体,2018-09-07
151,201821080216,女,汉族,会计学院（会计硕士专业学位教育中心）,会计学（ACCA）,ACCA1801,院级文艺赛事,一等奖,班级凝聚力展示大赛,会计学院,团体,2019-04-30
152,201821120174,女,汉族,新闻与文化传播学院,新闻传播学类,新闻1801,院级文艺赛事,三等奖,院级摄影比赛,各学院,团体,2018-12-09
153,201821020117,女,汉族,经济学院,国际商务（中法）,国商1803,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-12-09
154,201821100087,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
155,201821090101,女,汉族,统计与数学学院,金融数学,金数1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-09-25
156,201821090015,女,汉族,统计与数学学院,金融数学,金数1801,院级文艺赛事,一等奖,"""诗颂中南""朗诵比赛",统计与数学学院,团体,2018-12-15
157,201721070017,女,满族,财政税务学院,税收学,税务1703,院级文艺赛事,三等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-22
158,201821130003,女,汉族,信息与安全工程学院,环境工程,环境1801,校级文艺赛事,三等奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
159,201821050034,女,汉族,刑事司法学院,公安学类,公安1801,院级文艺赛事,三等奖,“一二·九”诗词（诗歌散文）大赛,各学院分团委,团体,2018-11-01
160,201821110218,女,汉族,外国语学院,外国语言文学类,英语1807,校级文艺赛事,优秀奖,“希贤杯”系列竞赛之“足尖上的青春”校园舞蹈大赛,共青团中南财经政法大学委员会,团体,2019-05-19
161,201821100239,女,汉族,公共管理学院（公共管理硕士专业学位教育中心）,公共管理类,公管1804,院级文艺赛事,二等奖,新生风采（才艺）大赛,各学院团委,团体,2018-11-25
162,201821020034,女,汉族,经济学院,经济学,经济1803,院级文艺赛事,三等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2018-11-03
163,201821040198,男,汉族,法学院,法学类,法1809,院级文艺赛事,二等奖,法学院青年颂比赛,法学院,团体,2019-04-14
164,201721250285,女,汉族,中韩新媒体学院,电影学（影像）,影像1701,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2018-11-24
165,201821040664,男,汉族,法学院,法学类,法1801,院级文艺赛事,其他（学院以上选拔推荐参赛但未获奖）,其他（见附件）,其他（见附件）,团体,2019-05-10
166,201821040137,女,汉族,法学院,法学,法1810,校级文艺赛事,优秀奖,“大学启程”新生征文大赛,中南财经政法大学党委宣传部,团体,2018-12-09
167,201829030493,女,土家族,金融学院,金融学类,金融1807,院级文艺赛事,三等奖,交谊舞大赛,金融学院,团体,2018-11-24
168,201821040184,女,汉族,法学院,法学类,法1810,院级文艺赛事,二等奖,法学院第四届“你好，首义”征文大赛——首义秋思,法学院,个体,2018-10-04
169,201821020025,女,壮族,经济学院,经济学,经济1801,院级文艺赛事,二等奖,“学蕴中南”诗歌朗诵比赛,经济学院,团体,2019-11-19
